产品1ID,产品2ID,关联度,产品1,产品2
ID59,ID71,0.0,炸鸡,火腿
ID59,ID63,0.0,炸鸡,肉松
ID59,ID15,0.0,炸鸡,东湖
ID59,ID8,0.0,炸鸡,I
ID59,ID75,5.75,炸鸡,黄油
ID59,ID56,0.0,炸鸡,叉烧饭
ID59,ID32,0.0,炸鸡,三元塔
ID59,ID36,0.0,炸鸡,湖光岩
ID59,ID58,0.0,炸鸡,蔬菜
ID59,ID78,0.0,炸鸡,日式蟹肉卷
ID59,ID84,0.0,炸鸡,油条碎
ID59,ID12,0.0,炸鸡,甜点
ID59,ID66,0.0,炸鸡,牛肉
ID59,ID50,0.0,炸鸡,小炒
ID59,ID38,0.0,炸鸡,野菠萝公园
ID59,ID77,0.0,炸鸡,和牛盖饭
ID59,ID16,0.0,炸鸡,饮料
ID59,ID39,0.0,炸鸡,温德姆酒店
ID59,ID62,0.0,炸鸡,泡芙
ID59,ID42,0.0,炸鸡,牛排
ID59,ID6,0.0,炸鸡,文化广场
ID59,ID74,0.0,炸鸡,牛肚
ID59,ID9,0.0,炸鸡,小东江
ID59,ID17,0.0,炸鸡,晏镜岭
ID59,ID11,0.0,炸鸡,面包
ID59,ID31,0.0,炸鸡,骑楼
ID59,ID70,0.0,炸鸡,刺身
ID59,ID33,0.0,炸鸡,御水古温泉
ID59,ID85,0.0,炸鸡,自助菜
ID59,ID23,0.0,炸鸡,游乐场
ID59,ID49,0.0,炸鸡,甜品
ID59,ID3,0.0,炸鸡,中心广场
ID59,ID24,0.0,炸鸡,摩天轮
ID59,ID79,0.0,炸鸡,高钙大骨鸳鸯锅
ID59,ID19,0.0,炸鸡,天马山
ID59,ID48,0.0,炸鸡,赤坎老街
ID59,ID37,0.0,炸鸡,玉湖
ID59,ID87,0.0,炸鸡,菠萝皮
ID59,ID46,0.0,炸鸡,热狗
ID59,ID10,0.0,炸鸡,红树林
ID59,ID86,0.0,炸鸡,菠萝包
ID59,ID54,0.0,炸鸡,榴莲千层
ID59,ID61,0.0,炸鸡,米饭
ID59,ID25,0.0,炸鸡,北洛湾
ID59,ID82,0.0,炸鸡,无花果
ID59,ID90,0.0,炸鸡,关东煮
ID59,ID13,1.79,炸鸡,荔枝
ID59,ID18,0.0,炸鸡,架海灯塔
ID59,ID41,0.0,炸鸡,望海楼
ID59,ID81,0.0,炸鸡,无花果萨拉米披萨
ID59,ID65,0.0,炸鸡,拉面
ID59,ID7,0.0,炸鸡,早茶
ID59,ID14,0.0,炸鸡,红树林栈道
ID59,ID52,0.0,炸鸡,榴莲蛋糕
ID59,ID68,0.0,炸鸡,炒乌冬
ID59,ID76,0.0,炸鸡,酱汁
ID59,ID53,0.0,炸鸡,奶油
ID59,ID89,0.0,炸鸡,凉拌菜
ID59,ID27,0.0,炸鸡,大角湾
ID59,ID20,0.0,炸鸡,博物馆
ID59,ID4,0.0,炸鸡,海鲜
ID59,ID22,0.0,炸鸡,海陵岛
ID59,ID47,0.0,炸鸡,高州仙人洞景区
ID59,ID44,0.0,炸鸡,湛江大桥
ID59,ID55,0.0,炸鸡,寿司
ID59,ID43,0.0,炸鸡,新湖公园
ID59,ID1,0.0,炸鸡,海滩
ID59,ID21,0.0,炸鸡,玻璃桥
ID59,ID2,0.0,炸鸡,第一滩
ID59,ID5,0.0,炸鸡,沙滩
ID59,ID60,5.82,炸鸡,蜂蜜芥末
ID59,ID35,0.0,炸鸡,生蚝
ID59,ID30,0.0,炸鸡,十里军港
ID59,ID69,0.0,炸鸡,凤梨
ID59,ID88,0.0,炸鸡,煲仔饭
ID59,ID73,0.0,炸鸡,炒牛河
ID59,ID57,0.0,炸鸡,烧鸭饭
ID59,ID45,0.0,炸鸡,水东湾
ID59,ID28,0.0,炸鸡,露天矿生态公园
ID59,ID64,1.46,炸鸡,薯条
ID59,ID67,0.0,炸鸡,蛋挞
ID59,ID34,0.0,炸鸡,雷州古城
ID59,ID83,0.0,炸鸡,粗薯
ID59,ID26,0.0,炸鸡,海滨公园
ID59,ID51,0.0,炸鸡,雅米乐园
ID59,ID29,0.0,炸鸡,露天矿
ID59,ID80,0.0,炸鸡,UNPOCO柏蔻
ID59,ID72,0.0,炸鸡,脆皮热狗卷
ID59,ID40,0.0,炸鸡,东南码头
ID71,ID63,6.73,火腿,肉松
ID71,ID15,0.0,火腿,东湖
ID71,ID8,0.0,火腿,I
ID71,ID75,0.0,火腿,黄油
ID71,ID56,0.0,火腿,叉烧饭
ID71,ID32,0.0,火腿,三元塔
ID71,ID36,0.0,火腿,湖光岩
ID71,ID58,0.0,火腿,蔬菜
ID71,ID78,0.0,火腿,日式蟹肉卷
ID71,ID84,0.0,火腿,油条碎
ID71,ID12,0.0,火腿,甜点
ID71,ID66,4.09,火腿,牛肉
ID71,ID50,0.0,火腿,小炒
ID71,ID59,0.0,火腿,炸鸡
ID71,ID38,0.0,火腿,野菠萝公园
ID71,ID77,0.0,火腿,和牛盖饭
ID71,ID16,0.0,火腿,饮料
ID71,ID39,0.0,火腿,温德姆酒店
ID71,ID62,0.0,火腿,泡芙
ID71,ID42,0.0,火腿,牛排
ID71,ID6,0.0,火腿,文化广场
ID71,ID74,7.47,火腿,牛肚
ID71,ID9,0.0,火腿,小东江
ID71,ID17,0.0,火腿,晏镜岭
ID71,ID11,0.0,火腿,面包
ID71,ID31,0.0,火腿,骑楼
ID71,ID70,0.0,火腿,刺身
ID71,ID33,0.0,火腿,御水古温泉
ID71,ID85,0.0,火腿,自助菜
ID71,ID23,0.0,火腿,游乐场
ID71,ID49,0.0,火腿,甜品
ID71,ID3,0.0,火腿,中心广场
ID71,ID24,0.0,火腿,摩天轮
ID71,ID79,0.0,火腿,高钙大骨鸳鸯锅
ID71,ID19,0.0,火腿,天马山
ID71,ID48,0.0,火腿,赤坎老街
ID71,ID37,0.0,火腿,玉湖
ID71,ID87,0.0,火腿,菠萝皮
ID71,ID46,0.0,火腿,热狗
ID71,ID10,0.0,火腿,红树林
ID71,ID86,0.0,火腿,菠萝包
ID71,ID54,0.0,火腿,榴莲千层
ID71,ID61,0.0,火腿,米饭
ID71,ID25,0.0,火腿,北洛湾
ID71,ID82,10.64,火腿,无花果
ID71,ID90,0.0,火腿,关东煮
ID71,ID13,0.0,火腿,荔枝
ID71,ID18,0.0,火腿,架海灯塔
ID71,ID41,0.0,火腿,望海楼
ID71,ID81,10.64,火腿,无花果萨拉米披萨
ID71,ID65,0.0,火腿,拉面
ID71,ID7,0.0,火腿,早茶
ID71,ID14,0.0,火腿,红树林栈道
ID71,ID52,0.0,火腿,榴莲蛋糕
ID71,ID68,0.0,火腿,炒乌冬
ID71,ID76,7.83,火腿,酱汁
ID71,ID53,0.0,火腿,奶油
ID71,ID89,0.0,火腿,凉拌菜
ID71,ID27,0.0,火腿,大角湾
ID71,ID20,0.0,火腿,博物馆
ID71,ID4,0.0,火腿,海鲜
ID71,ID22,0.0,火腿,海陵岛
ID71,ID47,0.0,火腿,高州仙人洞景区
ID71,ID44,0.0,火腿,湛江大桥
ID71,ID55,0.0,火腿,寿司
ID71,ID43,0.0,火腿,新湖公园
ID71,ID1,0.0,火腿,海滩
ID71,ID21,0.0,火腿,玻璃桥
ID71,ID2,0.0,火腿,第一滩
ID71,ID5,0.0,火腿,沙滩
ID71,ID60,0.0,火腿,蜂蜜芥末
ID71,ID35,0.0,火腿,生蚝
ID71,ID30,0.0,火腿,十里军港
ID71,ID69,0.0,火腿,凤梨
ID71,ID88,0.0,火腿,煲仔饭
ID71,ID73,0.0,火腿,炒牛河
ID71,ID57,0.0,火腿,烧鸭饭
ID71,ID45,0.0,火腿,水东湾
ID71,ID28,0.0,火腿,露天矿生态公园
ID71,ID64,5.35,火腿,薯条
ID71,ID67,0.0,火腿,蛋挞
ID71,ID34,0.0,火腿,雷州古城
ID71,ID83,10.64,火腿,粗薯
ID71,ID26,0.0,火腿,海滨公园
ID71,ID51,0.0,火腿,雅米乐园
ID71,ID29,0.0,火腿,露天矿
ID71,ID80,10.64,火腿,UNPOCO柏蔻
ID71,ID72,0.0,火腿,脆皮热狗卷
ID71,ID40,0.0,火腿,东南码头
ID63,ID15,0.0,肉松,东湖
ID63,ID8,0.0,肉松,I
ID63,ID75,0.0,肉松,黄油
ID63,ID56,0.0,肉松,叉烧饭
ID63,ID32,0.0,肉松,三元塔
ID63,ID36,0.0,肉松,湖光岩
ID63,ID58,5.32,肉松,蔬菜
ID63,ID78,0.0,肉松,日式蟹肉卷
ID63,ID84,9.32,肉松,油条碎
ID63,ID12,0.0,肉松,甜点
ID63,ID71,6.73,肉松,火腿
ID63,ID66,2.76,肉松,牛肉
ID63,ID50,0.0,肉松,小炒
ID63,ID59,0.0,肉松,炸鸡
ID63,ID38,0.0,肉松,野菠萝公园
ID63,ID77,0.0,肉松,和牛盖饭
ID63,ID16,0.0,肉松,饮料
ID63,ID39,0.0,肉松,温德姆酒店
ID63,ID62,0.0,肉松,泡芙
ID63,ID42,1.7,肉松,牛排
ID63,ID6,0.0,肉松,文化广场
ID63,ID74,0.0,肉松,牛肚
ID63,ID9,0.0,肉松,小东江
ID63,ID17,0.0,肉松,晏镜岭
ID63,ID11,0.0,肉松,面包
ID63,ID31,0.0,肉松,骑楼
ID63,ID70,0.0,肉松,刺身
ID63,ID33,0.0,肉松,御水古温泉
ID63,ID85,0.0,肉松,自助菜
ID63,ID23,0.0,肉松,游乐场
ID63,ID49,0.0,肉松,甜品
ID63,ID3,0.0,肉松,中心广场
ID63,ID24,0.0,肉松,摩天轮
ID63,ID79,0.0,肉松,高钙大骨鸳鸯锅
ID63,ID19,0.0,肉松,天马山
ID63,ID48,0.0,肉松,赤坎老街
ID63,ID37,0.0,肉松,玉湖
ID63,ID87,0.0,肉松,菠萝皮
ID63,ID46,6.51,肉松,热狗
ID63,ID10,0.0,肉松,红树林
ID63,ID86,0.0,肉松,菠萝包
ID63,ID54,0.0,肉松,榴莲千层
ID63,ID61,4.32,肉松,米饭
ID63,ID25,0.0,肉松,北洛湾
ID63,ID82,0.0,肉松,无花果
ID63,ID90,0.0,肉松,关东煮
ID63,ID13,0.0,肉松,荔枝
ID63,ID18,0.0,肉松,架海灯塔
ID63,ID41,0.0,肉松,望海楼
ID63,ID81,0.0,肉松,无花果萨拉米披萨
ID63,ID65,5.32,肉松,拉面
ID63,ID7,0.0,肉松,早茶
ID63,ID14,0.0,肉松,红树林栈道
ID63,ID52,0.0,肉松,榴莲蛋糕
ID63,ID68,7.73,肉松,炒乌冬
ID63,ID76,0.0,肉松,酱汁
ID63,ID53,0.0,肉松,奶油
ID63,ID89,0.0,肉松,凉拌菜
ID63,ID27,0.0,肉松,大角湾
ID63,ID20,0.0,肉松,博物馆
ID63,ID4,2.0,肉松,海鲜
ID63,ID22,0.0,肉松,海陵岛
ID63,ID47,0.0,肉松,高州仙人洞景区
ID63,ID44,0.0,肉松,湛江大桥
ID63,ID55,0.0,肉松,寿司
ID63,ID43,0.0,肉松,新湖公园
ID63,ID1,0.0,肉松,海滩
ID63,ID21,0.0,肉松,玻璃桥
ID63,ID2,0.0,肉松,第一滩
ID63,ID5,0.0,肉松,沙滩
ID63,ID60,0.0,肉松,蜂蜜芥末
ID63,ID35,0.0,肉松,生蚝
ID63,ID30,0.0,肉松,十里军港
ID63,ID69,7.0,肉松,凤梨
ID63,ID88,0.0,肉松,煲仔饭
ID63,ID73,0.0,肉松,炒牛河
ID63,ID57,0.0,肉松,烧鸭饭
ID63,ID45,0.0,肉松,水东湾
ID63,ID28,0.0,肉松,露天矿生态公园
ID63,ID64,4.03,肉松,薯条
ID63,ID67,0.0,肉松,蛋挞
ID63,ID34,0.0,肉松,雷州古城
ID63,ID83,0.0,肉松,粗薯
ID63,ID26,0.0,肉松,海滨公园
ID63,ID51,0.0,肉松,雅米乐园
ID63,ID29,0.0,肉松,露天矿
ID63,ID80,0.0,肉松,UNPOCO柏蔻
ID63,ID72,8.32,肉松,脆皮热狗卷
ID63,ID40,0.0,肉松,东南码头
ID15,ID8,0.0,东湖,I
ID15,ID75,0.0,东湖,黄油
ID15,ID56,0.0,东湖,叉烧饭
ID15,ID32,0.0,东湖,三元塔
ID15,ID36,0.0,东湖,湖光岩
ID15,ID58,0.0,东湖,蔬菜
ID15,ID78,0.0,东湖,日式蟹肉卷
ID15,ID84,0.0,东湖,油条碎
ID15,ID12,0.0,东湖,甜点
ID15,ID71,0.0,东湖,火腿
ID15,ID66,0.0,东湖,牛肉
ID15,ID50,0.0,东湖,小炒
ID15,ID59,0.0,东湖,炸鸡
ID15,ID38,8.1,东湖,野菠萝公园
ID15,ID77,0.0,东湖,和牛盖饭
ID15,ID16,0.0,东湖,饮料
ID15,ID39,0.0,东湖,温德姆酒店
ID15,ID62,0.0,东湖,泡芙
ID15,ID42,0.0,东湖,牛排
ID15,ID6,0.0,东湖,文化广场
ID15,ID74,0.0,东湖,牛肚
ID15,ID9,5.37,东湖,小东江
ID15,ID17,6.25,东湖,晏镜岭
ID15,ID11,0.0,东湖,面包
ID15,ID31,0.0,东湖,骑楼
ID15,ID70,0.0,东湖,刺身
ID15,ID33,0.0,东湖,御水古温泉
ID15,ID85,0.0,东湖,自助菜
ID15,ID23,6.25,东湖,游乐场
ID15,ID49,0.0,东湖,甜品
ID15,ID3,0.0,东湖,中心广场
ID15,ID24,0.0,东湖,摩天轮
ID15,ID79,0.0,东湖,高钙大骨鸳鸯锅
ID15,ID19,0.0,东湖,天马山
ID15,ID48,0.0,东湖,赤坎老街
ID15,ID37,5.77,东湖,玉湖
ID15,ID87,0.0,东湖,菠萝皮
ID15,ID46,0.0,东湖,热狗
ID15,ID10,7.51,东湖,红树林
ID15,ID86,0.0,东湖,菠萝包
ID15,ID54,0.0,东湖,榴莲千层
ID15,ID61,0.0,东湖,米饭
ID15,ID25,0.0,东湖,北洛湾
ID15,ID82,0.0,东湖,无花果
ID15,ID90,0.0,东湖,关东煮
ID15,ID13,5.46,东湖,荔枝
ID15,ID18,0.0,东湖,架海灯塔
ID15,ID41,0.0,东湖,望海楼
ID15,ID81,0.0,东湖,无花果萨拉米披萨
ID15,ID65,0.0,东湖,拉面
ID15,ID7,5.83,东湖,早茶
ID15,ID14,9.2,东湖,红树林栈道
ID15,ID52,0.0,东湖,榴莲蛋糕
ID15,ID68,0.0,东湖,炒乌冬
ID15,ID76,0.0,东湖,酱汁
ID15,ID53,0.0,东湖,奶油
ID15,ID89,0.0,东湖,凉拌菜
ID15,ID27,0.0,东湖,大角湾
ID15,ID20,4.8,东湖,博物馆
ID15,ID63,0.0,东湖,肉松
ID15,ID4,0.0,东湖,海鲜
ID15,ID22,0.0,东湖,海陵岛
ID15,ID47,0.0,东湖,高州仙人洞景区
ID15,ID44,0.0,东湖,湛江大桥
ID15,ID55,0.0,东湖,寿司
ID15,ID43,0.0,东湖,新湖公园
ID15,ID1,4.76,东湖,海滩
ID15,ID21,0.0,东湖,玻璃桥
ID15,ID2,4.17,东湖,第一滩
ID15,ID5,4.6,东湖,沙滩
ID15,ID60,0.0,东湖,蜂蜜芥末
ID15,ID35,5.17,东湖,生蚝
ID15,ID30,0.0,东湖,十里军港
ID15,ID69,0.0,东湖,凤梨
ID15,ID88,0.0,东湖,煲仔饭
ID15,ID73,0.0,东湖,炒牛河
ID15,ID57,0.0,东湖,烧鸭饭
ID15,ID45,7.51,东湖,水东湾
ID15,ID28,6.1,东湖,露天矿生态公园
ID15,ID64,0.0,东湖,薯条
ID15,ID67,0.0,东湖,蛋挞
ID15,ID34,0.0,东湖,雷州古城
ID15,ID83,0.0,东湖,粗薯
ID15,ID26,6.25,东湖,海滨公园
ID15,ID51,0.0,东湖,雅米乐园
ID15,ID29,5.83,东湖,露天矿
ID15,ID80,0.0,东湖,UNPOCO柏蔻
ID15,ID72,0.0,东湖,脆皮热狗卷
ID15,ID40,0.0,东湖,东南码头
ID8,ID75,0.0,I,黄油
ID8,ID56,0.0,I,叉烧饭
ID8,ID32,0.0,I,三元塔
ID8,ID36,5.52,I,湖光岩
ID8,ID58,5.52,I,蔬菜
ID8,ID78,0.0,I,日式蟹肉卷
ID8,ID84,0.0,I,油条碎
ID8,ID12,0.0,I,甜点
ID8,ID71,0.0,I,火腿
ID8,ID66,0.0,I,牛肉
ID8,ID50,0.0,I,小炒
ID8,ID59,0.0,I,炸鸡
ID8,ID38,0.0,I,野菠萝公园
ID8,ID77,0.0,I,和牛盖饭
ID8,ID16,0.0,I,饮料
ID8,ID39,6.59,I,温德姆酒店
ID8,ID62,0.0,I,泡芙
ID8,ID42,0.0,I,牛排
ID8,ID6,0.0,I,文化广场
ID8,ID74,6.35,I,牛肚
ID8,ID9,5.48,I,小东江
ID8,ID17,5.35,I,晏镜岭
ID8,ID11,0.0,I,面包
ID8,ID31,0.0,I,骑楼
ID8,ID70,0.0,I,刺身
ID8,ID33,5.35,I,御水古温泉
ID8,ID85,0.0,I,自助菜
ID8,ID23,0.0,I,游乐场
ID8,ID49,0.0,I,甜品
ID8,ID15,0.0,I,东湖
ID8,ID3,0.0,I,中心广场
ID8,ID24,5.44,I,摩天轮
ID8,ID79,0.0,I,高钙大骨鸳鸯锅
ID8,ID19,0.0,I,天马山
ID8,ID48,0.0,I,赤坎老街
ID8,ID37,0.0,I,玉湖
ID8,ID87,0.0,I,菠萝皮
ID8,ID46,0.0,I,热狗
ID8,ID10,0.0,I,红树林
ID8,ID86,0.0,I,菠萝包
ID8,ID54,0.0,I,榴莲千层
ID8,ID61,0.0,I,米饭
ID8,ID25,0.0,I,北洛湾
ID8,ID82,0.0,I,无花果
ID8,ID90,0.0,I,关东煮
ID8,ID13,5.57,I,荔枝
ID8,ID18,0.0,I,架海灯塔
ID8,ID41,0.0,I,望海楼
ID8,ID81,0.0,I,无花果萨拉米披萨
ID8,ID65,0.0,I,拉面
ID8,ID7,0.0,I,早茶
ID8,ID14,0.0,I,红树林栈道
ID8,ID52,0.0,I,榴莲蛋糕
ID8,ID68,0.0,I,炒乌冬
ID8,ID76,6.72,I,酱汁
ID8,ID53,0.0,I,奶油
ID8,ID89,0.0,I,凉拌菜
ID8,ID27,0.0,I,大角湾
ID8,ID20,5.49,I,博物馆
ID8,ID63,0.0,I,肉松
ID8,ID4,3.79,I,海鲜
ID8,ID22,0.0,I,海陵岛
ID8,ID47,0.0,I,高州仙人洞景区
ID8,ID44,0.0,I,湛江大桥
ID8,ID55,0.0,I,寿司
ID8,ID43,0.0,I,新湖公园
ID8,ID1,3.87,I,海滩
ID8,ID21,0.0,I,玻璃桥
ID8,ID2,4.28,I,第一滩
ID8,ID5,3.71,I,沙滩
ID8,ID60,0.0,I,蜂蜜芥末
ID8,ID35,0.0,I,生蚝
ID8,ID30,0.0,I,十里军港
ID8,ID69,0.0,I,凤梨
ID8,ID88,0.0,I,煲仔饭
ID8,ID73,0.0,I,炒牛河
ID8,ID57,0.0,I,烧鸭饭
ID8,ID45,0.0,I,水东湾
ID8,ID28,5.2,I,露天矿生态公园
ID8,ID64,0.0,I,薯条
ID8,ID67,0.0,I,蛋挞
ID8,ID34,0.0,I,雷州古城
ID8,ID83,0.0,I,粗薯
ID8,ID26,0.0,I,海滨公园
ID8,ID51,0.0,I,雅米乐园
ID8,ID29,3.94,I,露天矿
ID8,ID80,0.0,I,UNPOCO柏蔻
ID8,ID72,0.0,I,脆皮热狗卷
ID8,ID40,0.0,I,东南码头
ID75,ID56,0.0,黄油,叉烧饭
ID75,ID32,0.0,黄油,三元塔
ID75,ID36,0.0,黄油,湖光岩
ID75,ID58,0.0,黄油,蔬菜
ID75,ID78,0.0,黄油,日式蟹肉卷
ID75,ID84,0.0,黄油,油条碎
ID75,ID12,0.0,黄油,甜点
ID75,ID71,0.0,黄油,火腿
ID75,ID66,0.0,黄油,牛肉
ID75,ID50,0.0,黄油,小炒
ID75,ID59,5.75,黄油,炸鸡
ID75,ID38,0.0,黄油,野菠萝公园
ID75,ID77,0.0,黄油,和牛盖饭
ID75,ID16,0.0,黄油,饮料
ID75,ID39,0.0,黄油,温德姆酒店
ID75,ID62,0.0,黄油,泡芙
ID75,ID42,0.0,黄油,牛排
ID75,ID6,0.0,黄油,文化广场
ID75,ID74,0.0,黄油,牛肚
ID75,ID9,0.0,黄油,小东江
ID75,ID8,0.0,黄油,I
ID75,ID17,0.0,黄油,晏镜岭
ID75,ID11,6.32,黄油,面包
ID75,ID31,0.0,黄油,骑楼
ID75,ID70,0.0,黄油,刺身
ID75,ID33,0.0,黄油,御水古温泉
ID75,ID85,0.0,黄油,自助菜
ID75,ID23,0.0,黄油,游乐场
ID75,ID49,0.0,黄油,甜品
ID75,ID15,0.0,黄油,东湖
ID75,ID3,0.0,黄油,中心广场
ID75,ID24,0.0,黄油,摩天轮
ID75,ID79,0.0,黄油,高钙大骨鸳鸯锅
ID75,ID19,0.0,黄油,天马山
ID75,ID48,0.0,黄油,赤坎老街
ID75,ID37,0.0,黄油,玉湖
ID75,ID87,10.64,黄油,菠萝皮
ID75,ID46,0.0,黄油,热狗
ID75,ID10,0.0,黄油,红树林
ID75,ID86,6.55,黄油,菠萝包
ID75,ID54,0.0,黄油,榴莲千层
ID75,ID61,0.0,黄油,米饭
ID75,ID25,0.0,黄油,北洛湾
ID75,ID82,0.0,黄油,无花果
ID75,ID90,0.0,黄油,关东煮
ID75,ID13,0.0,黄油,荔枝
ID75,ID18,0.0,黄油,架海灯塔
ID75,ID41,0.0,黄油,望海楼
ID75,ID81,0.0,黄油,无花果萨拉米披萨
ID75,ID65,0.0,黄油,拉面
ID75,ID7,6.05,黄油,早茶
ID75,ID14,0.0,黄油,红树林栈道
ID75,ID52,0.0,黄油,榴莲蛋糕
ID75,ID68,0.0,黄油,炒乌冬
ID75,ID76,0.0,黄油,酱汁
ID75,ID53,0.0,黄油,奶油
ID75,ID89,0.0,黄油,凉拌菜
ID75,ID27,0.0,黄油,大角湾
ID75,ID20,0.0,黄油,博物馆
ID75,ID63,0.0,黄油,肉松
ID75,ID4,0.0,黄油,海鲜
ID75,ID22,0.0,黄油,海陵岛
ID75,ID47,0.0,黄油,高州仙人洞景区
ID75,ID44,0.0,黄油,湛江大桥
ID75,ID55,0.0,黄油,寿司
ID75,ID43,0.0,黄油,新湖公园
ID75,ID1,0.0,黄油,海滩
ID75,ID21,0.0,黄油,玻璃桥
ID75,ID2,0.0,黄油,第一滩
ID75,ID5,0.0,黄油,沙滩
ID75,ID60,7.25,黄油,蜂蜜芥末
ID75,ID35,0.0,黄油,生蚝
ID75,ID30,0.0,黄油,十里军港
ID75,ID69,0.0,黄油,凤梨
ID75,ID88,0.0,黄油,煲仔饭
ID75,ID73,8.64,黄油,炒牛河
ID75,ID57,0.0,黄油,烧鸭饭
ID75,ID45,0.0,黄油,水东湾
ID75,ID28,0.0,黄油,露天矿生态公园
ID75,ID64,0.0,黄油,薯条
ID75,ID67,0.0,黄油,蛋挞
ID75,ID34,0.0,黄油,雷州古城
ID75,ID83,0.0,黄油,粗薯
ID75,ID26,0.0,黄油,海滨公园
ID75,ID51,0.0,黄油,雅米乐园
ID75,ID29,0.0,黄油,露天矿
ID75,ID80,0.0,黄油,UNPOCO柏蔻
ID75,ID72,0.0,黄油,脆皮热狗卷
ID75,ID40,0.0,黄油,东南码头
ID32,ID36,0.0,三元塔,湖光岩
ID32,ID58,0.0,三元塔,蔬菜
ID32,ID78,0.0,三元塔,日式蟹肉卷
ID32,ID84,0.0,三元塔,油条碎
ID32,ID12,0.0,三元塔,甜点
ID32,ID71,0.0,三元塔,火腿
ID32,ID66,0.0,三元塔,牛肉
ID32,ID50,0.0,三元塔,小炒
ID32,ID59,0.0,三元塔,炸鸡
ID32,ID38,0.0,三元塔,野菠萝公园
ID32,ID77,0.0,三元塔,和牛盖饭
ID32,ID16,0.0,三元塔,饮料
ID32,ID39,0.0,三元塔,温德姆酒店
ID32,ID62,0.0,三元塔,泡芙
ID32,ID42,0.0,三元塔,牛排
ID32,ID6,0.0,三元塔,文化广场
ID32,ID74,0.0,三元塔,牛肚
ID32,ID9,0.0,三元塔,小东江
ID32,ID8,0.0,三元塔,I
ID32,ID17,0.0,三元塔,晏镜岭
ID32,ID11,0.0,三元塔,面包
ID32,ID31,10.22,三元塔,骑楼
ID32,ID70,0.0,三元塔,刺身
ID32,ID33,0.0,三元塔,御水古温泉
ID32,ID85,0.0,三元塔,自助菜
ID32,ID23,0.0,三元塔,游乐场
ID32,ID49,0.0,三元塔,甜品
ID32,ID15,0.0,三元塔,东湖
ID32,ID3,0.0,三元塔,中心广场
ID32,ID24,0.0,三元塔,摩天轮
ID32,ID79,0.0,三元塔,高钙大骨鸳鸯锅
ID32,ID19,0.0,三元塔,天马山
ID32,ID48,0.0,三元塔,赤坎老街
ID32,ID37,0.0,三元塔,玉湖
ID32,ID87,0.0,三元塔,菠萝皮
ID32,ID46,0.0,三元塔,热狗
ID32,ID10,0.0,三元塔,红树林
ID32,ID86,0.0,三元塔,菠萝包
ID32,ID54,0.0,三元塔,榴莲千层
ID32,ID61,0.0,三元塔,米饭
ID32,ID25,0.0,三元塔,北洛湾
ID32,ID82,0.0,三元塔,无花果
ID32,ID90,0.0,三元塔,关东煮
ID32,ID13,0.0,三元塔,荔枝
ID32,ID18,0.0,三元塔,架海灯塔
ID32,ID41,0.0,三元塔,望海楼
ID32,ID81,0.0,三元塔,无花果萨拉米披萨
ID32,ID65,0.0,三元塔,拉面
ID32,ID7,0.0,三元塔,早茶
ID32,ID14,0.0,三元塔,红树林栈道
ID32,ID52,0.0,三元塔,榴莲蛋糕
ID32,ID68,0.0,三元塔,炒乌冬
ID32,ID56,0.0,三元塔,叉烧饭
ID32,ID76,0.0,三元塔,酱汁
ID32,ID53,0.0,三元塔,奶油
ID32,ID89,0.0,三元塔,凉拌菜
ID32,ID27,0.0,三元塔,大角湾
ID32,ID20,0.0,三元塔,博物馆
ID32,ID63,0.0,三元塔,肉松
ID32,ID4,5.9,三元塔,海鲜
ID32,ID22,0.0,三元塔,海陵岛
ID32,ID47,0.0,三元塔,高州仙人洞景区
ID32,ID44,0.0,三元塔,湛江大桥
ID32,ID55,0.0,三元塔,寿司
ID32,ID43,0.0,三元塔,新湖公园
ID32,ID1,0.0,三元塔,海滩
ID32,ID21,0.0,三元塔,玻璃桥
ID32,ID2,0.0,三元塔,第一滩
ID32,ID5,0.0,三元塔,沙滩
ID32,ID60,0.0,三元塔,蜂蜜芥末
ID32,ID35,0.0,三元塔,生蚝
ID32,ID30,0.0,三元塔,十里军港
ID32,ID69,0.0,三元塔,凤梨
ID32,ID88,0.0,三元塔,煲仔饭
ID32,ID73,0.0,三元塔,炒牛河
ID32,ID57,0.0,三元塔,烧鸭饭
ID32,ID45,0.0,三元塔,水东湾
ID32,ID28,0.0,三元塔,露天矿生态公园
ID32,ID64,0.0,三元塔,薯条
ID32,ID67,0.0,三元塔,蛋挞
ID32,ID34,0.0,三元塔,雷州古城
ID32,ID83,0.0,三元塔,粗薯
ID32,ID26,0.0,三元塔,海滨公园
ID32,ID51,0.0,三元塔,雅米乐园
ID32,ID75,0.0,三元塔,黄油
ID32,ID29,0.0,三元塔,露天矿
ID32,ID80,0.0,三元塔,UNPOCO柏蔻
ID32,ID72,0.0,三元塔,脆皮热狗卷
ID32,ID40,0.0,三元塔,东南码头
ID36,ID58,0.0,湖光岩,蔬菜
ID36,ID78,0.0,湖光岩,日式蟹肉卷
ID36,ID84,0.0,湖光岩,油条碎
ID36,ID12,0.0,湖光岩,甜点
ID36,ID71,0.0,湖光岩,火腿
ID36,ID66,2.67,湖光岩,牛肉
ID36,ID50,0.0,湖光岩,小炒
ID36,ID59,0.0,湖光岩,炸鸡
ID36,ID38,0.0,湖光岩,野菠萝公园
ID36,ID77,0.0,湖光岩,和牛盖饭
