酒店评论ID,城市,酒店名称,评论日期,评论内容,入住日期,入住房型,实体编码
1262,茂名,城市便捷酒店(茂名学府店),2019-08-21,环境不错，干净卫生，服务态度很好,2019-08-21,商务双人房,OOOOOOOOOOOOOOOO
1263,茂名,茂名红金鼎商务宾馆,2019-08-22,房间很不错，服务也很热情，前台小姑娘很负责任，服务态度 真的很不错 酒店的地理位置很好 楼层服务员很热情 强烈推荐本酒店 出差 旅行都很方便,2019-08-22,高级单人房(带电脑),OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1264,茂名,维也纳国际酒店(茂名万达广场店),2019-08-23,在车站对面，新，干净，好像没有配套早餐,2019-08-23,豪华大床房,OOOOOOOOOOOOOOOOOOO
1265,茂名,茂名诚荟酒店,2019-08-24,非常可以的,2019-08-24,豪华双人房,OOOOO
1266,茂名,城市便捷酒店(茂名学府店),2019-08-25,首先，没有足够停车位，要自己在路边找，第二，隔音差，空调是坏的，风叶掉了，不能调风向，而且很吵，服务也差，让前台多给一张被子，冷冷说没有，枕头十分高，高到离谱，住过算很差的酒店了，卫生也差，房间也小，一晚没睡好，总之差,2019-08-25,特价商务单人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1267,茂名,茂名海豚酒店,2019-08-26,住宿环境比较简陋，只有二层，一楼是上铺，但是因为附近都是开发区晚上人很少，所以我住路边也不觉得吵。是一滩附近最便宜的酒店之一了。其他都很贵。奔着价格便宜去的，所以要求不要太高。,2019-08-26,标准双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1268,茂名,茂名海豚酒店,2019-08-27,位置比较好找，就在马路边上。我订的两间房子，有一间门缝好大。 毕竟靠近第一滩，所以附近环境很好。,2019-08-27,标准大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIIOOOOOOOOOO
1269,茂名,精途酒店(茂名高铁火车站店),2019-08-28,布置很可爱，服务态度也很好，但电视机看不了，电话用不了，门上的铁链是没有的，安全系数低,2019-08-28,特色亲子房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1270,茂名,IU酒店(茂名人民南路油城大厦店),2019-08-29,123456789还可以,2019-08-29,小U舒适大床房,OOOOOOOOOOOO
1271,茂名,茂名华燕宾馆,2019-08-30,酒店设施看起来都有点历史了，房间灯光太暗，不过在广州这个价格还也还行,2019-08-30,标准双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1272,茂名,维也纳3好酒店(茂名沿江大厦店),2019-08-31,床挺舒服的，请自带套,2019-08-31,标准大床房(无窗),OOOOOOOOOO
1273,茂名,城市便捷酒店(茂名学府店),2019-09-01,挺好的，不错，很可以，环境卫生也好,2019-09-01,商务单人间,OOOOOOOOOOOOOOOOO
1274,茂名,茂名红金鼎商务宾馆,2019-09-02,环境不错，服务好，卫生很好,2019-09-02,标准双人房,OOOOOOOOOOOOO
1275,茂名,茂名海豚酒店,2019-09-03,地理环境好，安全，干净,2019-09-03,标准双人房,OOOOOOOOOOO
1276,茂名,茂名荔晶大酒店,2019-09-04,茂名地区较老的四星级酒店，位置还可以，服务人员态度很好，经常入住这边，如果能解决停车问题，那就更好咯。,2019-09-04,豪华房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1277,茂名,茂名诚荟酒店,2019-09-05,酒店是相当不错的，与周围同等价格酒店对比，此店性价比高 ，物有所值。酒店的位置非常好，出行十分方便，酒店还可以代叫出租车，周围有公交车站。,2019-09-05,豪华双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1278,茂名,茂名名晟宾馆,2019-09-06,几十块钱能订到一百多的房我感觉，很好,2019-09-06,豪华单人房,OOOOOOOOOOOOOOOOOO
1279,茂名,维也纳国际酒店(茂名万达广场店),2019-09-07,酒店正对面就是汽车客运站，出行打车，公交车，共享汽车，共享电动车都有出行挺方便呢 酒店有露天停车场，也有地下停车场！ 酒店内有便利店，自助洗衣房，工作人员服务都很好！,2019-09-07,行政双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1280,茂名,维也纳国际酒店(茂名万达广场店),2019-09-08,我订的是家庭房，适合一家三口入住，有一张大床和一张单人床，房间大而且整洁，停车方便，近客运站，附近也有美食，前台接待热情周到，是一间性价比高的酒店，下次还会再入住该酒店。,2019-09-08,温馨家庭房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1281,茂名,茂名海豚酒店,2019-09-09,还算可以吧，设施老化了,2019-09-09,标准大床房,OOOOOOOOOOO
1282,茂名,茂名观海楼假日酒店,2019-09-10,环境不错，服务态度很好，值得来玩。,2019-09-10,豪华舒适大床房,OOOOOOOOOOOOOOOOO
1283,茂名,茂名观海楼假日酒店,2019-09-11,环境可以，服务一级棒。离景区好近。,2019-09-11,豪华舒适双床间,OOOOOOOOOOOOOOOOO
1284,茂名,茂名国际大酒店,2019-09-12,酒店交通方便，房间面积大，12楼有免费的咖啡和茶水供给，门厅帅哥服务态度好，客房服务员还烧好开水并留了卡片，点赞！,2019-09-12,高级大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1285,茂名,维也纳国际酒店(茂名万达广场店),2019-09-13,第一次住感觉环境很不错。,2019-09-13,豪华大床房,OOOOOOOOOOOO
1286,茂名,轻住悦享酒店(茂名高铁南站店),2019-09-14,早歺好、很丰富，非常方便！,2019-09-14,豪华双人房,OOOOOOOOOOOOO
1287,茂名,城市便捷酒店(茂名学府店),2019-09-15,位于广东石油化工学院周边，方便探亲,2019-09-15,标准单人间,OOOOOOOOOOOOOOOOO
1288,茂名,茂名海豚酒店,2019-09-16,有地方停车，这点还不错，房间设施挺简单的，不过有吹风筒，价格还是算优惠的，走十来分钟就可以走到海边了，还算方便,2019-09-16,标准双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1289,茂名,茂名观海楼假日酒店,2019-09-17,我们住的是两晚，第一日已经觉得很多德国小强通房行地面 台面 墙壁都有小强，第二天下午游完水回来床上有七八只，完全不想在床上训觉，两晚天花板传来不明小动物的叫声，天花板还有蜘蛛网。还有一个设计问题：冲凉房本来是干湿分离，但冲凉房地漏去水慢，隔离差，水很容易就满到干的洗手盆及坐厕处，但这里没有地漏，冲完凉要叫阿姨擦干水，不然水会进房间里。总体来说差到极点!,2019-09-17,豪华舒适双床间,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1290,茂名,城市便捷酒店(茂名学府店),2019-09-18,服务不错，房间也很好，下次过来的话，还会考虑！,2019-09-18,商务双人房,OOOOOOOOOOOOOOOOOOOOOOO
1291,茂名,茂名诚荟酒店,2019-09-19,酒店还可以,2019-09-19,豪华双人房,OOOOO
1292,茂名,茂名观海楼假日酒店,2019-09-20,挺好的，每次去一滩都是去观海楼假日酒店住，这次入住好多天，酒店是可以加床的，早餐品种也多，酒店有停车场，停车方便，入住酒店有景区免费停车劵，随时无限次可以进出，停车票一晚要30块，住酒店可以省了30元。我住的是无敌海景房，坐在阳台可以看到整个海景，一线海景对于我这些爱海的简直棒极了。下次还要去，带孩子一起去。,2019-09-20,无敌海景大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1293,茂名,茂名国际大酒店,2019-09-21,地理位置很好，旁边就是广百商场及华侨城，购物饮食都很方便。服务周到，会为客人烧好水放保温瓶中。房间空间舒适，干净卫生，床上用品也很舒服。,2019-09-21,豪华双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1294,茂名,维也纳国际酒店(茂名万达广场店),2019-09-22,经常来茂名，跑这里来住，比市里划算很多，便宜三分之一，酒店还赠送了早餐，停车比较方便，离海边红树林很近，夜景还可以,2019-09-22,豪华双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIIOOOOOOOO
1295,茂名,茂名好来登商务酒店,2019-09-23,房间太小了，隔音不是很好,2019-09-23,豪华单人房,OOOOOOOOOOOO
1296,茂名,Q加·茂名大喜假日酒店,2019-09-24,服务热情，酒店位置很好。,2019-09-24,商务标准双人房,OOOOOOOOOOOO
1297,茂名,城市便捷酒店(茂名学府店),2019-09-25,一个人住那。。。。学校边上，还可以。？,2019-09-25,商务单人间,OOOOOOOOOOOOOOOOOOO
1298,茂名,茂名诚荟酒店,2019-09-26,其他都还好，就是一大早就有人在施工，影响休息,2019-09-26,豪华大床房,OOOOOOOOOOOOOOOOOOOOOO
1299,茂名,星悦酒店(茂名文化广场店),2019-09-27,感觉还好，就是我下单看错了，把双人床房看成了双人房了，但是整体还是不错,2019-09-27,标准双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1300,茂名,茂名熹龙国际大酒店,2019-09-28,装修简约新潮，大堂很宽敞，出行交通便利，早餐很赞哟，前台服务棒棒哒，客房干净卫生，强烈推荐入住。 酒店地理位置优越，位置很好找，就在前进村地铁口，大厅宽敞明亮，前台小姐姐服务态度也很好，客房干净卫生，,2019-09-28,豪华园景房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1301,茂名,城市便捷酒店(茂名学府店),2019-09-29,椅子不太舒服 浴室花洒不是很给力 床品感觉是潮的 那种洗衣店出来没熨干的感受 正对着学校 下课时有点吵闹,2019-09-29,精选大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1302,茂名,茂名海豚酒店,2019-09-30,很好，环境也不错，就是离景区远了一点,2019-09-30,标准双人房,OOOOOOOOOOOOOOOOOO
1303,茂名,茂名诚荟酒店,2019-10-01,哪个厕所是开放式的，个人不喜欢，感觉好恶心，看了评论还不错，试试，哪个床好硬，睡的不舒服，问要多个枕头都说大床房是单人房来的，我是醉了,2019-10-01,豪华大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1304,茂名,茂名观海楼假日酒店,2019-10-02,环境不错，海景好美，适合家庭度假，朋友旅游，适合海钓的朋友,2019-10-02,豪华舒适大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1305,茂名,城市便捷酒店(茂名学府店),2019-10-03,有停车场，不过晚一点回去基本都没位置停的,2019-10-03,精选大床房,OOOOOOOOOOOOOOOOOOOO
1306,茂名,茂名海豚酒店,2019-10-04,门缝太大，价格高，不过假期也没有办法,2019-10-04,标准大床房,OOOOOOOOOOOOOOOOOO
1307,茂名,城市便捷酒店(茂名学府店),2019-10-05,服务不错，环境不错，总体挺满意的,2019-10-05,商务双人房,OOOOOOOOOOOOOOOO
1308,茂名,城市便捷酒店(茂名学府店),2019-10-06,早餐18元一份，东西不算多，比以前再广西住的时候差点，忘记拍照了，住的床跟平常的一样很舒服很柔软，房间大小合适，就是车位不多，来了两天，就是第二天一早回来才强到院里面的车位，不然要停外面路边，门口路边的停车位也不算多,2019-10-06,商务双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1309,茂名,茂名海豚酒店,2019-10-07,普通住宿，房间很简单，离沙滩走路10分钟吧,2019-10-07,标准双人房,OOOOOOOOOOOOBIOOOOOOO
1310,茂名,茂名国际大酒店,2019-10-08,茂名第一家五星级酒店，位置在市中心，很方便，4楼的早茶也是茂名蛮出名的，三四百的价格很划算啊,2019-10-08,豪华双人房,OOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOO
1311,茂名,城市便捷酒店(茂名学府店),2019-10-09,酒店位置很好离学校近，酒店房间卫生不错，无停车场，不好停车。,2019-10-09,精选大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1312,茂名,茂名国际大酒店,2019-10-10,早餐不错，满足南北方不同需求，酒店有停车场，部分房间可加床，可以带孩子的，酒店交通方便。入住两次体验都挺不错。,2019-10-10,豪华双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1313,茂名,茂名国际大酒店,2019-10-11,可以说是茂名最好的酒店没有之一了，各项服务都很棒，餐食也算丰富，交通购物都很方便，离市政府10分钟步行，强烈推荐！,2019-10-11,豪华双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1314,茂名,茂名诚荟酒店,2019-10-12,可以，安静,2019-10-12,豪华双人房,OOOOO
1315,茂名,茂名海豚酒店,2019-10-13,卫生不错，设备齐全，床也挺大的，酒店距离一摊也不是很远，价格也不贵，有停车场，服务也不错，还有免费矿泉水,2019-10-13,标准双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1316,茂名,高州简尚精品酒店,2019-10-14,挺好的，已经很晚了才订的房，就是那个特价房实在小了点，其他都还挺好,2019-10-14,特价房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1317,茂名,茂名荔晶大酒店,2019-10-15,酒店空间很大，卫生间水也很大。但稍稍欠缺的就是灯光太暗，早餐自助餐种类不多，但也够吃饱肚子。早餐店旁边是个小花园，有孩子的可以吃完在小花园里玩一下。,2019-10-15,豪华房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1318,茂名,茂名国际大酒店,2019-10-16,服务好，环境好，还有健身房,2019-10-16,豪华双人房,OOOOOOOOOOOOO
1319,茂名,精途酒店(茂名高铁火车站店),2019-10-17,品牌已不是第一次入住了，大数据让店员发现我入住过一切完美，性价比超高，值得信任，停车方便。自驾首选,2019-10-17,商务大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1320,茂名,茂名柏丽酒店,2019-10-18,酒店房间挺大，干净卫生，前台服务态度挺好，早餐种类较少,2019-10-18,豪华单人房,OOOOOOOOOOOOOOOOOOOOOOOOOOO
1321,茂名,茂名国际大酒店,2019-10-19,常棒的一家酒店，设施新服务好，特别是房间床品很舒适，总体感觉很好，以后出差就选这家酒店没错的，周边吃饭也很方便哦！,2019-10-19,豪华大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1322,茂名,茂名国际大酒店,2019-10-20,非常好的酒店，服务一流，餐饮一流，这是我们点餐送到房间的。周末酒店价格也优惠，非常满意这里的一切服务。,2019-10-20,豪华双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1323,茂名,茂名荔晶大酒店,2019-10-21,早餐没去吃…感觉住了这么多次酒店就没吃过一次早餐的。房间很大，不过灯光可能稍微偏暗一点。酒店的位置很好，去哪都很方便。有停车场。,2019-10-21,豪华房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1324,茂名,轻住悦享酒店(茂名高铁南站店),2019-10-22,早餐还可以，停车也方便，位置也不错，离火车站比较近，特别是新开的南站房。比较适合商务出差，这次住了十几天。,2019-10-22,标准大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1325,茂名,IU酒店(茂名人民南路油城大厦店),2019-10-23,环境各方面都还好 就是办事效率有点低 而且给人不专业的感觉 我们办理入住的时候已经是凌晨了 大家都很累 前台登记的时候将近用了二十多分钟吧 说是没见到我们购买的信息 然后又说我们预定的房间已经没有了 给我们换了双人房 （我们入住前一天已经打电话告知给我们整晚留房了） 入住的时候洗手间的沐浴露和洗发水也没有 电视机也是坏的。我们订了两天 前台在第一天中午就打电话催退房 当时考完试已经很累了 正在休息.. 就很生气了。试问你这边都不登记的吗？这么不专业吗？ 除了房间环境还不错 其他各方面的体验感给我的感觉都很差！！,2019-10-23,小U舒适大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1326,茂名,茂名诚荟酒店,2019-10-24,好，卫生干净,2019-10-24,豪华大床房,OOOOOO
1327,茂名,茂名海豚酒店,2019-10-25,挺好的，住的舒服。酒店位置很好，环境也好，和朋友一起去的，住的蛮舒服的，建议订购，挺喜欢的。前台接待也不错的，楼下就有早餐。,2019-10-25,标准双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1328,茂名,Q加·茂名大喜假日酒店,2019-10-26,酒店坏境好 住房舒服 028,2019-10-26,商务标准双人房,OOOOOOOOOOOOOO
1329,茂名,茂名海豚酒店,2019-10-27,服务好，干净整洁。住的特别舒服。,2019-10-27,标准双人房,OOOOOOOOOOOOOOOO
1330,茂名,Q加·茂名大喜假日酒店,2019-10-28,住得舒服卫生干净下次再来028,2019-10-28,商务标准双人房,OOOOOOOOOOOOOOO
1331,茂名,茂名海豚酒店,2019-10-29,位置就在第一滩景区内，超干净，洗浴用品好，饮食和交通方便。,2019-10-29,标准双人房,OOOOBIIOOOOOOOOOOOOOOOOOOOOOO
1332,茂名,茂名诚荟酒店,2019-10-30,性价比很高,2019-10-30,豪华大床房,OOOOO
1333,茂名,茂名诚荟酒店,2019-10-31,超级好，棒棒哒,2019-10-31,豪华大床房,OOOOOOO
1334,茂名,维也纳3好酒店(茂名沿江大厦店),2019-11-01,位置很好，可以晚上看音乐喷泉，酒店设施也很好，挺新的，无异味，,2019-11-01,标准双床房(无窗),OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1335,茂名,Q加·茂名大喜假日酒店,2019-11-02,性价比高，服务好，位置好。,2019-11-02,豪华行政三人间,OOOOOOOOOOOOO
1336,茂名,茂名海豚酒店,2019-11-03,距离一滩特别近。还有免费的停车位，挺好的,2019-11-03,标准双人房,OOOOOOOOOOOOOOOOOOOO
1337,茂名,高州简尚精品酒店,2019-11-04,卫生比较干净，值得入住……,2019-11-04,特价房,OOOOOOOOOOOOO
1338,茂名,维也纳国际酒店(茂名万达广场店),2019-11-05,每次来都会入住维也纳酒店，有家的感觉,2019-11-05,标准大床房,OOOOOOOOOOOOOOOOOO
1339,茂名,维也纳国际酒店(茂名万达广场店),2019-11-06,连续住了两晚，喜欢维也纳酒店的风格，有家一样的感觉，,2019-11-06,标准大床房,OOOOOOOOOOOOOOOOOOOOOOOOOO
1340,茂名,Q加·茂名大喜假日酒店,2019-11-07,住得舒服，环境卫生干净，停车方便。酒店附近餐饮配套设施齐全。工号008前台服务员服务态度非常好，热情周到。,2019-11-07,蜜月房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1341,茂名,城市便捷酒店(茂名学府店),2019-11-08,整体还是不错，唯一就是卫生间排水不太好,2019-11-08,商务双人房,OOOOOOOOOOOOOOOOOOO
1342,茂名,茂名海豚酒店,2019-11-09,挺便宜的，离海很近，下次还来,2019-11-09,标准双人房,OOOOOOOOOOOOOO
1343,茂名,茂名南越印象岭南文化主题酒店火车站店,2019-11-10,在网上找的这家酒店，比较有特色，看评论说比较安静，楼道铺的地毯，走过没有声音，房间大、高、宽敞。装修新，大堂布置典雅，有文化韵味。有地面和地下停车场，住店获免费停车券。酒店正前方是个广场，旁边是美食街，主要是晚上热闹，还好现在晚上凉了，10点以后基本不吵了，夏天估计够呛，得喧嚣到午夜。房间中央空调，出风口有“啸声”，高频，好像耳鸣，没办法只好关了空调，盖着被子有点热。,2019-11-10,行政双人间,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1344,茂名,IU酒店(茂名人民南路油城大厦店),2019-11-11,很舒服，很喜欢，周边环境很好，交通又方便，绿化又好，酒店干净便捷，前台小姐姐人好好，下次有机会还来这里,2019-11-11,小U舒适大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1345,茂名,茂名国际大酒店,2019-11-12,五星很好的，，，，，，,2019-11-12,高级大床房,OOOOOOOOOOO
1346,茂名,Q加·茂名大喜假日酒店,2019-11-13,住宿环境舒适，卫生干净，停车位较多，停车方便。工号008前台接待员服务热情周到，服务态度很好。下次再光临。,2019-11-13,豪华蜜月房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1347,茂名,维也纳国际酒店(茂名万达广场店),2019-11-14,房间很大，设施齐全，卫生很好，性价比超高！早餐挺好，服务也不错，门口停车方便。意外惊喜，下次还会入住！适合自驾。,2019-11-14,豪华双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1348,茂名,轻住悦享酒店(茂名高铁南站店),2019-11-15,早餐不错哦，番薯好软好甜，床单啥的比较干爽，没有霉味，卫生不错，继续坚持哈，就是昨晚快十二点五六个警察上来查房，好怕怕，吓一跳，前台应该打电话来告知一声,2019-11-15,标准大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1349,茂名,茂名海豚酒店,2019-11-16,在旅游景区的酒店，向前走就是天下第一滩，较简朴,2019-11-16,标准大床房,OOOOOOOOOOOOOOOOBIIOOOO
1350,茂名,化州桔龙商务酒店,2019-11-17,还可以，卫生干净，出门方便，停车方便,2019-11-17,标准双床房,OOOOOOOOOOOOOOOOOO
1351,茂名,城市便捷酒店(茂名学府店),2019-11-18,来招聘时，都住在这里，不错,2019-11-18,标准单人间,OOOOOOOOOOOOO
1352,茂名,城市便捷酒店(茂名学府店),2019-11-19,位置非常好，但是卫生有待提高,2019-11-19,特价商务单人房,OOOOOOOOOOOOOO
1353,茂名,茂名海豚酒店,2019-11-20,还好吧 不错了 经济实惠,2019-11-20,标准双人房,OOOOOOOOOOOO
1354,茂名,Q加·茂名大喜假日酒店,2019-11-21,住宿环境舒适，卫生干净整洁，停车位较多，停车方便。周边餐饮配套齐全。工号028前台服务员接待彬彬有礼，服务态度非常好。,2019-11-21,商务标准双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1355,茂名,茂名红金鼎商务宾馆,2019-11-22,喜欢这里卫生各方面服务都满意,2019-11-22,标准单人房,OOOOOOOOOOOOOO
1356,茂名,维也纳国际酒店(茂名万达广场店),2019-11-23,服务态度很好，酒店不错,2019-11-23,豪华双床房,OOOOOOOOOOO
1357,茂名,茂名君悦商务酒店,2019-11-24,卫生很好，值得来住。,2019-11-24,标单,OOOOOOOOOO
1358,茂名,维也纳国际酒店(茂名高铁火车站店),2019-11-25,房间干净，早餐不错。品种齐全，就餐环境好,2019-11-25,商务大床房,OOOOOOOOOOOOOOOOOOOO
1359,茂名,维也纳国际酒店(茂名万达广场店),2019-11-26,很不错，舒服,2019-11-26,行政套房,OOOOOO
1360,茂名,维也纳国际酒店(茂名高铁火车站店),2019-11-27,来茂名出差，订了高铁站附近的酒店，导航显示步行8百多米，还好选择了打车，步行是走不通的，打车有三四公里路。房间比较大，早餐的选择很多，总体挺满意的,2019-11-27,商务大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1361,茂名,茂名鑫都宾馆,2019-11-28,房间卫生干净整洁，环境不错，前台小妹妹服务热情有礼，店前有美丽的小东江，音乐喷泉，最主要的是价格实惠，性价比特高，下次来茂名一定还住这家店。,2019-11-28,标准单人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1362,茂名,维也纳国际酒店(茂名万达广场店),2019-11-29,酒店位置在电白区客运站对面，停车方便有免费停车场，房间宽敞舒适干净卫生，配有多功能充电线线。酒店装修很时尚潮流休闲维馨，工作人员服务态度都挺好，见面都会主动问好，是一家管理素养不错的酒店。出门左转有一家饭店亚九土鸡很火，门口总是停很多车，我们中餐、晚餐都在那里吃，口味很好价格实惠。,2019-11-29,豪华双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1363,茂名,维也纳国际酒店(茂名万达广场店),2019-11-30,房建装修是新装修的有点气味，要开房间门通风，但里面装修不错。 位置距离高速稍微远了一些，反正我开了二十几分钟，可以点外卖，附近吃的不错。,2019-11-30,豪华双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1364,茂名,茂名海豚酒店,2019-12-01,很好，服务态度很好,2019-12-01,标准双人房,OOOOOOOOO
1365,茂名,茂名国际大酒店,2019-12-02,酒店设有地下和地面停车场，停车方便。酒店服务员服务态度很好，客房干净整洁设施齐全，二三楼有茶楼餐厅饮食方便。,2019-12-02,高级大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1366,茂名,茂名诚荟酒店,2019-12-03,没有早餐吃的吧？,2019-12-03,豪华双人房,OOOOOOOO
