餐饮评论ID,城市,餐饮名称,评论日期,评论内容,标题,实体编码
2898,茂名,Hello炸鸡（方兴店）,2020-09-07,这次就餐整体感觉很赞，比较满意的方面有：性价比。,杰伦同款奶茶2选1,OOOOOOOOOOOOOOOOOOOOOOOO
2899,茂名,Hello炸鸡（方兴店）,2020-09-07,店面装修风格好，炸鸡味道不错，现做现吃,韩式炸鸡7选1，提供免费WiFi,OOOOOOOOBIOOOOOOOOO
2900,茂名,盛香烧鹅（东方市场店）,2020-09-07,还是熟悉的味道 几年没吃了 依旧赞一个,主食3选1，有赠品,OOOOOOOOOOOOOOOOOOO
2901,茂名,顺德火焰醉鹅坊（站北五路店）,2020-09-08,味道好份量大,6人套餐，提供免费WiFi,OOOOOO
2902,茂名,爵士厚牛排自助餐馆（汇丰店）,2020-09-08,相对于刚开业时来说，各方面都有退步。,全部菜品2选1，有赠品,OOOOOOOOOOOOOOOOOO
2903,茂名,Hello炸鸡（方兴店）,2020-09-08,这个炸鸡无敌了，吃过必回头！！老板娘人还好好哈哈哈【口味】火辣芝士无敌好吃！！【环境】小店的温馨让你意想不到【性价比】性价比这么高的炸鸡出了这里我真想不到了，我回头光顾了七次#套餐：韩式炸鸡 7 选 1,韩式炸鸡7选1，提供免费WiFi,OOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOO
2904,茂名,瀛食精致料理,2020-09-08,凡是有芝士的觉得芝士好咸颈，性价比不高，价钱偏贵，东西不及以前好吃了,200元代金券1张，可叠加2张,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
2905,茂名,十七门重庆老火锅（电白万达店）,2020-09-09,那个调味料多，挺不错的，就是火锅不够辣，泡着不爽，真菌鸡汤很美味,100元代金券1张，可叠加2张,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
2906,茂名,优之品西点,2020-09-09,味道很好，份量又大，是我全城里吃过性价比最高的蛋糕,蛋糕8选1,OOOOOOOOOOOOOOOOOOOOOOOOO
2907,茂名,菠斯蒂蛋糕,2020-09-10,很好吃，也还算实惠,雪媚娘1个，提供免费WiFi,OOOOOOOOO
2908,茂名,菠斯蒂蛋糕,2020-09-11,上次吃过一次榴莲千层，觉得太好吃了，今天又特别想吃，于是忍不住去买了，虽然比不上一个完整的大蛋糕那样用心，但是味道是一样的，就是有点冰，放在冷藏室的，来大姨妈吃不太好。甜甜软糯，口感很好，就是实在太小一块了，两口就没了…要是人多的话我肯定宁愿买一个大榴莲千层蛋糕，一小块估计是这的三倍吧，真的好小，不够吃啊…,榴莲千层1份，提供免费WiFi,OOOOOOBIIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIIIOOOOOOOOOOOOOOOOOOOOOOOOO
2909,茂名,十七门重庆老火锅（电白万达店）,2020-09-11,在万达广场里，算是很不错的一家火锅店,100元代金券1张，可叠加2张,OOOOOOOOOOOOOOOOOO
2910,茂名,CAKE情迷黑森林,2020-09-11,雪媚娘个头不是很大，但是。非常的好吃，奶油有很浓的奶油味，里面的水果特别好吃。雪媚娘一共有两种味道，一个是芒果味，一个是榴莲味，这两种味道都很喜欢。每一个里面的奶油和水果都很充足。一口咬下去，满满的满足感。,雪媚娘/芒果千层切件2选1,OOOOOOOOOOOOOOOOOOOBIOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOO
2911,茂名,果之度（为民店）,2020-09-12,味道不错，还行，果肉还行，，，，，，,榴莲千层蛋糕1个，约3磅，圆形,OOOOOOOOOOOOOOOOOO
2912,茂名,顺德火焰醉鹅坊（站北五路店）,2020-09-12,服务太度可以就是位置不好停车，人多的时候去吃店里的厨师赶工做出来的味道不是很好,3-4人火锅套餐,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
2913,茂名,相聚时光（光明店）,2020-09-12,性价比高  味道一般,单人套餐，提供免费WiFi,OOOOOOOOOO
2914,茂名,Hello炸鸡（方兴店）,2020-09-12,真的好好吃哦口感超棒！炸鸡超多汁的！主要是老板娘人超nice、超可爱,韩式炸鸡7选1，提供免费WiFi,OOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOO
2915,茂名,爵士厚牛排自助餐馆（汇丰店）,2020-09-13,去了几次了，超级喜欢他那里的环境，好好看！！然后呢，他那里的菜品挺丰富的，味道也不错,全部菜品2选1，有赠品,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
2916,茂名,源丰唐茶楼（电白万达广场店）,2020-09-13,今早来源丰唐喝茶，环境好，点心味道好，下次还会继续来光顾,100元代金券1张，可叠加,OOOOOOOOOOOOOOOOOOOOOOOOOOOO
2917,茂名,爵士厚牛排自助餐馆（汇丰店）,2020-09-14,自助餐到饭点会有蛋挞，很抢手,全部菜品2选1，有赠品,OOOOOOOOBIOOOO
2918,茂名,菠斯蒂蛋糕,2020-09-14,隔一段时间就买一次，好吃就是皮能软的就更好了,泡芙1个，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOO
2919,茂名,Hello炸鸡（方兴店）,2020-09-14,这次就餐整体感觉很赞，比较满意的方面有：口味、环境。,韩式炸鸡7选1，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOO
2920,茂名,Hello炸鸡（方兴店）,2020-09-14,老板人好好哇！奶茶也好喝 瓶子也好好看！,杰伦同款奶茶2选1,OOOOOOOOOOOOOOOOOOOO
2921,茂名,功夫鸡排（光华北路店）,2020-09-14,很满意的一次就餐体验，整体评价的话我觉得：性价比。,小吃6选1，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOO
2922,茂名,CAKE情迷黑森林,2020-09-14,好吃，好吃，好吃，又不甜，就是小个点,雪媚娘/芒果千层切件2选1,OOOOOOOOOOOOOOOOOO
2923,茂名,CAKE情迷黑森林,2020-09-14,好好吃，不是很特别甜，就是小了点，一口一个,雪媚娘/芒果千层切件2选1,OOOOOOOOOOOOOOOOOOOOO
2924,茂名,优乐堡（开发区店）,2020-09-14,满意！,超值汉堡/鸡肉卷2选1,OOO
2925,茂名,小乔紫菜卷（小乔店）,2020-09-15,越来越不好吃 米又硬，没下次光顾了,蟹柳海草紫菜卷1份,OOOOOOOOOOOOOOOOO
2926,茂名,相聚时光（光明店）,2020-09-15,环境不好，口味也不好，没有吃西餐的感觉,100元代金券1张，可叠加,OOOOOOOOOOOOOOOOOOO
2927,茂名,相聚时光（光明店）,2020-09-15,环境可以。服务好,双人下午茶套餐，提供免费WiFi,OOOOOOOO
2928,茂名,顺德火焰醉鹅坊（站北五路店）,2020-09-15,味道不错，服务周到，订3-4人套餐份量足，值得，希望推荐给好友，,3-4人火锅套餐,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
2929,茂名,Hello炸鸡（方兴店）,2020-09-15,蜂蜜芥末真的太好吃了！！看到网上评价那么好，特地打车过来试试！啊啊啊啊啊啊广大团友果然诚不欺我！好吃到飞！又香又嫩，刚吃完一份，不够喉啊，还想立马再买一份！！,韩式炸鸡7选1，提供免费WiFi,BIIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
2930,茂名,爵士厚牛排自助餐馆（汇丰店）,2020-09-16,一直吃他家的！孩子也喜欢！不错值得去！,火焰牛排1份，有赠品,OOOOOOOOOOOOOOOOOOO
2931,茂名,元晟坊蛋糕（南香公园店）,2020-09-16,好吃,榴莲班戟（3个）1份,OO
2932,茂名,十七门重庆老火锅（电白万达店）,2020-09-16,很棒价格也挺好，很好吃，可以去试一下,100元代金券1张，可叠加2张,OOOOOOOOOOOOOOOOOO
2933,茂名,菠斯蒂蛋糕,2020-09-16,很满意的一次就餐体验，整体评价的话我觉得：服务。,鲜果世界1个，约3磅，方,OOOOOOOOOOOOOOOOOOOOOOOO
2934,茂名,Hello炸鸡（方兴店）,2020-09-16,#套餐：韩式炸鸡 7 选 1推荐蜂蜜芥末味，真的还是很不错的，鸡肉挺新鲜的，能吃的出来吃着也放心，回头客了哈哈哈继续支持，炸鸡配可乐简直是完美啊哈哈哈，小份适合两个人下午茶而且店里干净整洁，吃的放心还会继续来哈哈哈,韩式炸鸡7选1，提供免费WiFi,OOOOOOBIOOOOOOOOBIIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
2935,茂名,CAKE情迷黑森林,2020-09-16,好吃。。。。,榴莲千层/草莓千层切2选1,OOOOOO
2936,茂名,CAKE情迷黑森林,2020-09-16,好吃。。。。,雪媚娘/芒果千层切件2选1,OOOOOO
2937,茂名,源丰唐茶楼（电白万达广场店）,2020-09-16,味道新鲜，价格实惠。最主要老板很好人，满足我的无理要求。赞老板你一定会娶好多个老婆的！,100元代金券1张，可叠加2张,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
2938,茂名,果之度（迎宾三路店）,2020-09-16,有点久了，记得很一般，以前家里有人生日都订果之度的，但这个不新鲜，有点变味，家里人都没怎么吃。,3磅榴莲千层蛋糕1个，约9英寸，圆形,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
2939,茂名,Hello炸鸡（方兴店）,2020-09-17,不错不错，甜度适中，奶味和茶味比较平衡吧。店是一家比较温馨整洁的小店，有机会下次试试炸鸡哈哈哈,杰伦同款奶茶2选1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOO
2940,茂名,CAKE情迷黑森林,2020-09-17,此次用餐总体来说不错，觉得比较认可的地方有：口味、服务。,榴莲千层/草莓千层切2选1,OOOOOOOOOOOOOOOOOOOOOOOOOOOO
2941,茂名,优之品西点,2020-09-17,不错,蛋糕8选1,OO
2942,茂名,相聚时光（光明店）,2020-09-18,这次就餐整体感觉很赞，比较满意的方面有：口味、团购接待、性价比、服务、环境。,双人下午茶套餐，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
2943,茂名,螺香汇·柳州螺蛳粉（官渡二路油校店）,2020-09-18,还不错价格便宜饭量大，女孩子吃不完,原味螺蛳粉（粗粉/米线/面条 三选一）1份,OOOOOOOOOOOOOOOOO
2944,茂名,优乐堡（开发区店）,2020-09-18,好好吃，态度也好，非常喜欢，哈哈,超值汉堡/鸡肉卷2选1,OOOOOOOOOOOOOOOO
2945,茂名,优悦西餐厅（维斯顿店）,2020-09-20,老客户  一直支持  还是一样的味道  美味佳肴,豪华2人扒餐，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOO
2946,茂名,顺德火焰醉鹅坊（站北五路店）,2020-09-20,值得推荐的饭馆，地方风味，和味开胃，改天请客还去那吃。,6人套餐，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOOO
2947,茂名,爵士厚牛排自助餐馆（汇丰店）,2020-09-20,很好，很喜欢吃这里的牛排，下次还要来,火焰牛排1份，有赠品,OOOOOOOOOOBIOOOOOO
2948,茂名,十七门重庆老火锅（电白万达店）,2020-09-20,环境好，味道好，服务好，都挺好,100元代金券1张，可叠加2张,OOOOOOOOOOOOOOO
2949,茂名,菠斯蒂蛋糕,2020-09-20,挺好吃的，下次再回购,票子园1个，约1磅，圆形,OOOOOOOOOO
2950,茂名,螺香汇·柳州螺蛳粉（官渡二路油校店）,2020-09-20,好吃好吃，就是空调不够哈哈哈出了一身汗，粉很有韧性，汤够味道！！好吃好吃，就是空调不够哈哈哈出了一身汗，粉很有韧性，汤够味道！！好吃好吃，就是空调不够哈哈哈出了一身汗，粉很有韧性，汤够味道！！！！！！,原味螺蛳粉（粗粉/米线/面条 三选一）1份,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
2951,茂名,Hello炸鸡（方兴店）,2020-09-20,棒！朋友圈刷到过 然后就来试一试味道 没想到真的好吃啊 嫩嫩的,韩式炸鸡7选1，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
2952,茂名,Hello炸鸡（方兴店）,2020-09-20,好吃,韩式炸鸡7选1，提供免费WiFi,OO
2953,茂名,源丰唐茶楼（电白万达广场店）,2020-09-20,在这家茶楼喝茶环境好，点心味道不错，服务态度好，以后还会继续光顾。,100元代金券1张，可叠加,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
2954,茂名,螺香汇·柳州螺蛳粉（官渡二路油校店）,2020-09-21,时隔九个月，依旧很喜欢。分量足，味道好,原味螺蛳粉（粗粉/米线/面条 三选一）1份,OOOOOOOOOOOOOOOOOOO
2955,茂名,Hello炸鸡（方兴店）,2020-09-21,诶呀呀一不小心就吃完了，没拍都照片，真的极力推荐,韩式炸鸡7选1，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOO
2956,茂名,优之品西点,2020-09-21,七月份到现在，在他家订了三次蛋糕了，好吃,蛋糕8选1,OOOOOOOOOOOOOOOOOOOO
2957,茂名,清香面包店（车田街店）,2020-09-22,啊这，给前男友买的生日蛋糕，吃完就分手了，没啥感觉，就普通味道吧,水果忌廉夹心蛋糕（二层）1个，约4磅，圆,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
2958,茂名,菠斯蒂蛋糕,2020-09-22,这次就餐整体感觉很赞，比较满意的方面有：性价比。,水果布丁1个，约4磅，圆形,OOOOOOOOOOOOOOOOOOOOOOOO
2959,茂名,果之度（为民店）,2020-09-23,好吃，很有榴莲味，下次还要买。,榴莲千层切件蛋糕1件,OOOOOOOOOOOOOOO
2960,茂名,大赞∙炙烧寿司（万达广场店）,2020-09-23,很满意的一次就餐体验，整体评价的话我觉得：性价比。,工作日午市双人餐,OOOOOOOOOOOOOOOOOOOOOOOOO
2961,茂名,Hello炸鸡（方兴店）,2020-09-23,老板娘很热情 服务态度好 奶茶不甜不腻 拼团价格优惠 很喜欢 他们家的炸鸡还不错,杰伦同款奶茶2选1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOO
2962,茂名,螺香汇·柳州螺蛳粉（官渡二路油校店）,2020-09-23,有一说一，实体店比外卖好吃一百倍,豪华螺蛳粉套餐，建议单人使用,OOOOOOOOOOOOOOOO
2963,茂名,果之度（为民店）,2020-09-23,不错，一直在他家买榴莲蛋糕#套餐：榴莲千层切件蛋糕,榴莲千层切件蛋糕1件,OOOOOOOOOBIIIOOOOBIIIOOOO
2964,茂名,清香面包店（车田街店）,2020-09-24,回购很多次了，材料很实在，吃多不会腻,栗子蛋糕1个，约8英寸，圆形,OOOOOOOOOOOOOOOOOO
2965,茂名,源丰唐茶楼（电白万达广场店）,2020-09-24,香煎牛肉包味道不错，蜂巢糕特别，第一次吃到脆的，芒果卷也不错，很大很香的芒果，这里的猪红很软味道很棒，遗憾的是羊肉饺子没有了，花生也不好，有点发黑，有一个服务员态度不太好，其他都很热情。以后会常去，亲戚朋友都挺喜欢。,100元代金券1张，可叠加2张,OOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
2966,茂名,源丰唐茶楼（电白万达广场店）,2020-09-24,味道可以，很多品种都很有特色，就是位置远了点，在春华路口附近,100元代金券1张，可叠加2张,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
2967,茂名,菠斯蒂蛋糕,2020-09-25,垃圾，汤里放大蒜？实在奇葩……无敌,芒果千层蛋糕1个，约2磅，圆,OOOOOOOOOOOOOOOOO
2968,茂名,CAKE情迷黑森林,2020-09-25,好好次嗷！！！强烈推荐！！软软的！,雪媚娘/芒果千层切件2选1,OOOOOOOOOOOOOOOOO
2969,茂名,源丰唐茶楼（电白万达广场店）,2020-09-25,一百的券点了六个菜鸡蛋粉肠很少栗子饺一般，不好次虾饺不好次，虾仁味道怪怪的，不新鲜少女冰心球的抹茶味很喜欢，不喜欢榴莲味鸡脚没有炖烂，不够入味金钱肚很厚吃下来感觉比斜阳实惠，推荐冰心球 挺有意思东西用券相当于五折，很实惠，五十块的券老板那只收到三十六快，真的是担心收不回本,100元代金券1张，可叠加2张,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
2970,茂名,果之度（为民店）,2020-09-25,孩子非常喜欢吃，味道不错，果肉多多，下次再来。,榴莲千层蛋糕1个，约3磅，圆形,OOOOOOOOOOOOOOOOOOOOOOO
2971,茂名,Hello炸鸡（方兴店）,2020-09-26,十分好 非常好就经常喝懂吧就值得推荐冲啊冲啊冲啊！！！！Good！有空就经常喝的啦价格实惠！！！！是我最喜欢的最向往的价格啦我可以我真的可以！！！下次喝别的 店主也很贴心太好啦 店内可拍照大家快去喝吧！不亏,杰伦同款奶茶2选1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
2972,茂名,螺香汇·柳州螺蛳粉（官渡二路油校店）,2020-09-26,服务态度很好，菜品丰富卫生环境特别好，螺蛳粉的味道也很不错，豆皮很酥脆，粗粉也好好吃，上菜的时间也很快，这个价格挺适合学生党来消费，总体不贵，总的来说，比其他店的螺蛳粉都要好一点，也好吃一点，特别不错，推荐来品尝,原味螺蛳粉（粗粉/米线/面条 三选一）1份,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
2973,茂名,螺香汇·柳州螺蛳粉（官渡二路油校店）,2020-09-26,这里环境挺好的，粉也很好吃，可以试试,原味螺蛳粉（粗粉/米线/面条 三选一）1份,OOOOOOOOOOOOOOOOOO
2974,茂名,Hello炸鸡（方兴店）,2020-09-26,环境很好，老板特别好，炸鸡味道也不错。,韩式炸鸡7选1，提供免费WiFi,OOOOOOOOOOOBIOOOOOO
2975,茂名,优乐堡（开发区店）,2020-09-26,一般般，感觉和专业点的华莱士麦当劳肯德基差不多，口感一般般，个人觉得不是很好吃,超抵鸡腿堡2个，建议单人使用,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
2976,茂名,优乐堡（开发区店）,2020-09-26,一般，性价比比较高，餐厅环境较好,汉堡+鸡腿套餐，建议单人使用,OOOOOOOOOOOOOOOO
2977,茂名,Hello炸鸡（方兴店）,2020-09-27,位置很好找，店不大，但给人很舒服的感觉炸鸡：点了 蜂蜜芥末蒜香奶酪 口味的，个人比较喜欢蜂蜜芥末的，甜香甜香的，好好吃喝的话：点的是老周同款奶茶，味道就一般吧。最后就是：老板娘超nice的喔，感觉是茂名版的“袁咏琳”,韩式炸鸡7选1，提供免费WiFi,OOOOOOOOOOOOOOOOOOOBIOOOOBIIIOOOOOOOOOOOOOOOBIIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
2978,茂名,旺角亭（为民店）,2020-09-27,饭卷有点小，外面的紫菜不是想象中的酥脆口感。,小吃1选1，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOO
2979,茂名,Hello炸鸡（方兴店）,2020-09-27,超级好,韩式炸鸡7选1，提供免费WiFi,OOO
2980,茂名,Hello炸鸡（方兴店）,2020-09-27,特别好,炸酱面1份，提供免费WiFi,OOO
2981,茂名,CAKE情迷黑森林,2020-09-27,这里的雪媚娘好好吃，喜欢里面的榴莲，味道很足，芒果就有一点酸酸的，不是很熟，但是也可以抵消奶油的甜腻,雪媚娘/芒果千层切件2选1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOO
2982,茂名,CAKE情迷黑森林,2020-09-27,已经是第二次去买了，超好吃的，还是很喜欢榴莲口味的雪媚娘，芒果可以挑一些甜一点的就更好了,雪媚娘/芒果千层切件2选1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
2983,茂名,源丰唐茶楼（电白万达广场店）,2020-09-27,栗子饺和马蹄饺都不错，有个师傅的炒面炒的很好吃，不过得看运气碰不碰得到,100元代金券1张，可叠加2张,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
2984,茂名,菠斯蒂蛋糕,2020-09-28,泡芙好吃，就是有点小，可以一口一个,泡芙1个，提供免费WiFi,BIOOOOOOOOOOOOOOO
2985,茂名,果之度（迎宾三路店）,2020-09-28,味道很好。新鲜好吃,3磅榴莲千层蛋糕1个，约9英寸，圆形,OOOOOOOOO
2986,茂名,优悦西餐厅（维斯顿店）,2020-09-28,环境可以，份量也足，味道也不错，下次还会来,豪华2人扒餐，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOO
2987,茂名,元晟坊蛋糕（南香公园店）,2020-09-29,老板娘人美做的也好吃,蛋挞1个，提供免费WiFi,OOOOOOOOOO
2988,茂名,元晟坊蛋糕（南香公园店）,2020-09-29,经常去，小孩在上面上课，有时候太方便了，味道真不错,雪媚娘3选2，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOO
2989,茂名,元晟坊蛋糕（南香公园店）,2020-09-29,不说了，自己尝尝，直接一个赞,超满足芒果千层蛋糕1个，约8英寸，圆,OOOOOOOOOOOOOO
2990,茂名,十七门重庆老火锅（电白万达店）,2020-09-29,不是很好吃，有点贵 服务一般般感觉服务不怎么好,100元代金券1张，可叠加2张,OOOOOOOOOOOOOOOOOOOOOOO
2991,茂名,十七门重庆老火锅（电白万达店）,2020-09-29,挺好吃的、来过好多次了、超级推荐,100元代金券1张，可叠加2张,OOOOOOOOOOOOOOOO
2992,茂名,螺香汇·柳州螺蛳粉（官渡二路油校店）,2020-09-29,螺蛳粉好吃 很大份 但是呢 好像不是很正宗,原味螺蛳粉（粗粉/米线/面条 三选一）1份,OOOOOOOOOOOOOOOOOOOOO
2993,茂名,Hello炸鸡（方兴店）,2020-09-29,真的很好吃！！推荐推荐，女朋友说好吃的，就是真的好吃，还会再买的！#蜂蜜芥末,韩式炸鸡7选1，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIII
2994,茂名,元晟坊蛋糕（南香公园店）,2020-09-30,蛋糕胚得到家里一致的认可，很细腻，爆浆鲜而不腻，好评，提前和店家联系了一轮，很贴心地建议了订单下单时间和配送时间，也帮忙弄了插卡之类的标语，如果还有建议，希望下回店家出品同系列产品的时候，可以围绕蛋糕封圈一圈硬塑透膜防止配送损坏和增加惊喜感；最后再次谢谢店家的出品和服务，回购！,咸奶油爆浆蛋糕10英寸1个，约10英寸，圆,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
2995,茂名,十七门重庆老火锅（电白万达店）,2020-09-30,去吃的时候有点晚，建议早去吃哈，要不然店家要下班了吃起来心情就不一样了，味道还凑合吧，美团券能叠加买单就比较有点点划算了,100元代金券1张，可叠加2张,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
2996,茂名,Hello炸鸡（方兴店）,2020-09-30,good,韩式炸鸡7选1，提供免费WiFi,OOOO
2997,茂名,功夫鸡排（光华北路店）,2020-09-30,#功夫鸡排点的麻辣味，喜欢吃辣味的最佳选择！！【口味】鸡肉不柴，反而有点嚼劲！皮炸的刚好也很脆，配上辣椒粉解腻，绝了！包装也干净完好。下次想试试甘梅味怎么样嘿嘿【环境】看起来挺干净的喔【服务】服务态度很好，很快就炸好了。【性价比】很高，超级推荐购买,小吃6选1，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
2998,茂名,爵士厚牛排自助餐馆（汇丰店）,2020-10-01,位置环境什么的都不错，里面菜品也丰富！唯一不好的就是蛋挞每次去吃都是太甜了，希望甜品小哥可以改正一下！下次想吃还会光顾的,火焰牛排1份，有赠品,OOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOO
2999,茂名,十七门重庆老火锅（电白万达店）,2020-10-02,不值得推荐，性价比太低了，小卖部2.5的花肠改个刀就收那么贵，踩雷了,100元代金券1张，可叠加2张,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3000,茂名,旺角亭（为民店）,2020-10-02,不好吃，不是女朋友喜欢的那个味道，很普通,休闲单人套餐，提供免费WiFi,OOOOOOOOOOOOOOOOOOOO
3001,茂名,CAKE情迷黑森林,2020-10-02,又优惠又好吃 经常去的一家店铺 希望老板生意兴隆,"蛋糕2选1,约1磅，圆",OOOOOOOOOOOOOOOOOOOOOOOO
3002,茂名,CAKE情迷黑森林,2020-10-02,生日蛋糕都在他家吗 也介绍给很多朋友 便宜又好吃,"蛋糕2选1,约1磅，圆",OOOOOOOOOOOOOOOOOOOOOOOO
3003,茂名,优乐堡（开发区店）,2020-10-02,#鸡肉卷商家的优惠活动，这么便宜就可以买到一份鸡肉卷，超实惠！平常吃腻了汉堡偶尔尝尝卷也很不错，没想到里面满满都是炸鸡肉！之前吃到别的店皮厚还太多的菜。鸡肉不柴刚刚好，一个人吃也不会腻，番茄酱开胃解腻，好吃！,超值汉堡/鸡肉卷2选1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3004,茂名,瀛食精致料理,2020-10-02,这次就餐整体感觉很赞，比较满意的方面有：环境、服务。,200元代金券1张，可叠加2张,OOOOOOOOOOOOOOOOOOOOOOOOOO
3005,茂名,渔乐码头烤鱼牛蛙晚饭餐厅,2020-10-02,好吃，无敌。下次要带女朋友来吃,2-3人网红烤蛙，包间免费,OOOOOOOOOOOOOOO
3006,茂名,菠斯蒂蛋糕,2020-10-03,好吃,榴莲千层1个，约2磅，圆形,OO
3007,茂名,螺香汇·柳州螺蛳粉（官渡二路油校店）,2020-10-03,味道很正宗，餐厅环境也好，服务生态度好。,原味螺蛳粉（粗粉/米线/面条 三选一）1份,OOOOOOOOOOOOOOOOOOOO
3008,茂名,Hello炸鸡（方兴店）,2020-10-03,好好吃,韩式炸鸡7选1，提供免费WiFi,OOO
3009,茂名,爵士厚牛排自助餐馆（汇丰店）,2020-10-03,很久没吃过了，还是一如既往的味道不错，自助餐的种类也丰富,火焰牛排自助餐，建议2人使用,OOOOOOOOOOOOOOOOOOOOOOOOOOOO
